label,message,target,char_count,word_count,num_sentences,clean_message
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,0,119,26,5,say leh cours noth happen lar say romant ju bit lor thk nite sceneri nice leh
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",1,142,21,6,new mobil must go txt nokia collect todayfrom optout gbpmtmsg
ham,Would really appreciate if you call me. Just need someone to talk to.,0,69,13,3,would realli appreci call need someon talk
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",1,137,30,5,meet ur dream partner soon ur career flyng start find free txt horo follow ur star sign horo ari
ham,Hey company elama po mudyadhu.,0,30,5,2,hey compani elama po mudyadhu
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",0,165,27,6,life strict teacher bcoz teacher teach lesson amp conduct exam life first conduct exam amp teach lesson happi morn
ham,Dear good morning now only i am up,0,34,8,1,dear good morn
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,0,109,20,3,get gandhipuram walk cross cut road right side ltgt street road turn first right
ham,Dear we are going to our rubber place,0,37,8,1,dear go rubber place
ham,"Sorry battery died, yeah I'm here",0,33,6,1,sorri batteri die yeah im
ham,Yes:)here tv is always available in work place..,0,48,8,2,yesher tv alway avail work place
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,1,157,34,5,text meet someon sexi today find date even flirt join repli name age eg sam msg penni
ham,I have printed it oh. So  &lt;#&gt;  come upstairs,0,50,9,2,print oh ltgt come upstair
ham,Or ill be a little closer like at the bus stop on the same street,0,65,15,1,ill littl closer like bu stop street
ham,Where are you?when wil you reach here?,0,38,7,3,youwhen wil reach
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0,145,27,7,new theori argument win situat lose person dont argu ur friend kick amp say im alway correct
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,1,145,25,1,secret admir look make contact ufind rreveal think ur specialcal
ham,Tomarrow final hearing on my laptop case so i cant.,0,51,10,2,tomarrow final hear laptop case cant
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,0,45,7,1,pleassssssseeeee tel avent done sportsx
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",0,83,16,4,okay shine meant sign sound better
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",0,155,32,3,although told dat im baig face watch realli like watch gave co fr thanx everyth dat uve done today im touch
ham,U don't remember that old commercial?,0,37,6,2,dont rememb old commerci
ham,Too late. I said i have the website. I didn't i have or dont have the slippers,0,78,17,3,late said websit didnt dont slipper
ham,I asked you to call him now ok,0,30,8,1,ask call ok
ham,Kallis wont bat in 2nd innings.,0,31,6,2,kalli wont bat nd inning
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,0,146,30,6,didnt work oh ok goodnight ill fix readi time wake dearli miss good night sleep
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1,150,23,3,congratul ur award cd voucher gift guarante free entri wkli draw txt music tnc
ham,Ranjith cal drpd Deeraj and deepak 5min hold,0,44,8,1,ranjith cal drpd deeraj deepak min hold
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0,179,34,5,wen ur lovabl bcum angri wid dnt take serious coz angri childish true way show deep affect care luv kettoda manda nice day da
ham,What you doing?how are you?,0,27,5,3,doinghow
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",0,179,37,3,up day also ship compani take wk way usp take week get lag may bribe nipost get stuff
ham,"I'm back, lemme know when you're ready",0,38,7,1,im back lem know your readi
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,0,97,18,1,dont necessarili expect done get back though im headin
ham,Mmm so yummy babe ... Nice jolt to the suzy,0,43,10,2,mmm yummi babe nice jolt suzi
ham,Where are you lover ? I need you ...,0,36,9,3,lover need
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,1,154,27,5,tri contact repli offer video handset anytim network min unlimit text camcord repli call
ham,I‘m parked next to a MINI!!!! When are you coming in today do you think?,0,72,15,3,park next mini come today think
ham,Yup,0,3,1,1,yup
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,0,85,18,4,anyway im go shop co si done yet dun disturb liao
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,0,51,11,3,luton ring ur around
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,1,121,25,1,hey realli horni want chat see nake text hot text charg pm unsubscrib text stop
ham,Why you Dint come with us.,0,26,6,2,dint come u
ham,Same. Wana plan a trip sometme then,0,35,7,2,wana plan trip sometm
ham,"Not sure yet, still trying to get a hold of him",0,47,11,1,sure yet still tri get hold
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,1,159,27,7,ur rington servic chang free credit go club mobilescom choos content stop txt club stop pwk club po box mk wt
ham,The evo. I just had to download flash. Jealous?,0,47,9,4,evo download flash jealou
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,1,133,24,3,rington club get uk singl chart mobil week choos top qualiti rington messag free charg
ham,"Come to mu, we're sorting out our narcotics situation",0,53,9,1,come mu sort narcot situat
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",0,147,29,3,night end anoth day morn come special way may smile like sunni ray leaf worri blue blue bay
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,1,155,25,6,hmv bonu special pound genuin hmv voucher answer easi question play send hmv info
ham,"Usf I guess, might as well take 1 car",0,37,9,1,usf guess might well take car
ham,No objection. My bf not coming.,0,31,6,3,object bf come
ham,Thanx...,0,8,1,2,thanx
ham,Tell rob to mack his gf in the theater,0,38,9,1,tell rob mack gf theater
ham,"Awesome, I'll see you in a bit",0,30,7,1,awesom ill see bit
ham,Just sent it. So what type of food do you like?,0,47,11,3,sent type food like
ham,All done? All handed in? Celebrations in full swing yet?,0,56,10,4,done hand celebr full swing yet
ham,You got called a tool?,0,22,5,2,got call tool
ham,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",0,141,25,3,wen miss someon person definit special person special miss keepintouch gdeve
ham,Ok. I asked for money how far,0,29,7,2,ok ask money far
ham,Okie...,0,7,1,2,oki
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",0,121,25,1,yeah think usual guy still pass last night get ahold anybodi let know ill throw
ham,"K, I might come by tonight then if my class lets out early",0,58,13,1,might come tonight class let earli
ham,Ok..,0,4,1,2,ok
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,0,148,35,2,hi babi im cruisin girl friend give call hour home that alright fone fone love jenni xxx
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",0,160,33,3,life mean lot love life love peopl life world call friend call world ge
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",0,152,21,6,dearshal mail tonitebusi streetshal updat toniteth look okvarunnathu edukkukaye raksha ollubut good one real sens
ham,Hey you told your name to gautham ah?,0,37,8,2,hey told name gautham ah
ham,Haf u found him? I feel so stupid da v cam was working.,0,55,13,3,haf found feel stupid da cam work
ham,Oops. 4 got that bit.,0,21,5,3,oop got bit
ham,Are you this much buzy,0,22,5,1,much buzi
ham,I accidentally deleted the message. Resend please.,0,50,7,3,accident delet messag resend pleas
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,1,159,29,4,tmobil custom may claim free camera phone upgrad pay go sim card loyalti call offer end thfebtc appli
ham,Unless it's a situation where YOU GO GURL would be more appropriate,0,67,12,1,unless situat go gurl would appropri
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,0,153,35,5,hurt teas make cri end life die plz keep one rose grave say stupid miss nice day bslvyl
ham,I cant pick the phone right now. Pls send a message,0,51,11,2,cant pick phone right pl send messag
ham,Need a coffee run tomo?Can't believe it's that time of week already,0,67,12,2,need coffe run tomoc believ time week alreadi
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",0,88,17,1,awesom rememb last time got somebodi high first time diesel
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",0,157,31,4,shit realli shock scari cant imagin second def night think somewher could crash night save taxi
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,0,90,21,3,oh way food fridg want go meal tonight
ham,He is a womdarfull actor,0,24,5,1,womdarful actor
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",1,146,23,7,sm ac blind date rodd aberdeen unit kingdom check sm acwicmb cktz blind date send hide
ham,Yup... From what i remb... I think should be can book...,0,56,11,4,yup remb think book
ham,Jos ask if u wana meet up?,0,26,7,2,jo ask wana meet
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,0,71,14,3,lol ye friendship hang thread caus wont buy stuff
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",1,138,24,1,themob check newest select content game tone gossip babe sport keep mobil fit funki text wap
ham,Where are the garage keys? They aren't on the bookshelf,0,55,10,2,garag key arent bookshelf
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,0,156,24,3,today accept dayu accept brother sister lover dear best clo lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi
